Cable System Name,Operators,Known Users (ASes),Length of Cable System (km),Sources,Connecting cables,Landing Point 1,Landing Point 2,Landing Point 3,Landing Point 4,Landing Point 5,Landing Point 6,Landing Point 7,Landing Point 8,Landing Point 9,Landing Point 10,Landing Point 11,Landing Point 12,Landing Point 13,Landing Point 14,Landing Point 15,Landing Point 16,Landing Point 17,Landing Point 18,Landing Point 19,Landing Point 20,Landing Point 21,Landing Point 22,Segment 1,Segment 1 Length (km),Segment 1 Predicted RTT (ms),Segment 2,Segment 2 Length (km),Segment 2 Predicted RTT (ms),Segment 3,Segment 3 Length (km),Segment 4,Segment 4 Length (km),Segment 4 Predicted RTT (ms),Segment 5,Segment 5 Length (km),Segment 5 Predicted RTT (ms),Segment 6,Segment 6 Length (km),Segment 6 Predicted RTT (ms),Segment 7,Segment 7 Length (km),Segment 7 Predicted RTT (ms),Segment 8,Segment 8 Length (km),Segment 8 Predicted RTT (ms),Segment 9,Segment 9 Length (km),Segment 9 Predicted RTT (ms),Segment 10,Segment 10 Length (km),Segment 10 Predicted RTT (ms),Segment 11,Segment 11 Length (km),Segment 11 Predicted RTT (ms),Segment 12,Segment 12 Length (km),Segment 12 Predicted RTT (ms),Segment 13,Segment 13 Length (km),Segment 13 Predicted RTT (ms),Segment 14,Segment 14 Length (km),Segment 14 Predicted RTT (ms),Segment 15,Segment 15 Length (km),Segment 15 Predicted RTT (ms),Segment 16,Segment 16 Length (km),Segment 16 Predicted RTT (ms),Segment 17,Segment 17 Length (km),Segment 17 Predicted RTT (ms),Segment 18,Segment 18 Length (km),Segment 18 Predicted RTT (ms)
pacific-light-cable-network-plcn,"Google LLC, Meta (Facebook)",,11806,"https://www.infrapedia.com/subsea-cable/pacific-light-cable-network-plcn, https://www.submarinenetworks.com/en/systems/trans-pacific/plcn",,"Baler, Philippines","El Segundo, CA","Toucheng, Taiwan",,,,,,,,,,,,,,,,,,,,"Baler, Philippines; El Segundo, CA",,,"[Baler, Philippines; El Segundo, CA]; Toucheng, Taiwan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
palapa-ring-east,"Indonesian Government, Moratelindo, Telekom PT SmartFren",,6300,"https://www.infrapedia.com/subsea-cable/palapa-ring-east,https://www.submarinecablemap.com/submarine-cable/palapa-ring-east",,"Agats, Indonesia","Baa, Indonesia","Kep. Aru, Indonesia","Kokar, Indonesia","Kota Mappi, Indonesia","Kupang, Indonesia","Manokwari, Indonesia","Nabire, Indonesia","Seba, Indonesia","Serwaru, Indonesia","Suemlaki, Indonesia","Supiori, Indonesia","Teluk, Indonesia","Tiakur, Indonesia","Timika, Indonesia","Tual, Indonesia","Waingapu, Indonesia","Yapen, Indonesia",,,,,"Waingapu, Indonesia; Seba, Indonesia",,,"Seba, Indonesia; Baa, Indonesia",,,"Baa, Indonesia; Kupang, Indonesia",,"Kokar, Indonesia; Serwaru, Indonesia",,,"Serwaru, Indonesia; Tiakur, Indonesia",,,"Tiakur, Indonesia; Suemlaki, Indonesia",,,"Suemlaki, Indonesia; Tual, Indonesia",,,"Tual, Indonesia; Kep. Aru, Indonesia",,,"Kep. Aru, Indonesia; Timika, Indonesia",,,"Timika, Indonesia; Agats, Indonesia",,,"Agats, Indonesia; Kota Mappi, Indonesia",,,"Timika, Indonesia; Nabire, Indonesia",,,"Nabire, Indonesia; Yapen, Indonesia",,,"Yapen, Indonesia; Supiori, Indonesia",,,"Supiori, Indonesia; Manokwari, Indonesia",,,"Manokwari, Indonesia; Nabire, Indonesia",,,"[Manokwari, Indonesia; Nabire, Indonesia]; Teluk, Indonesia",,,,,
palapa-ring-middle,Indonesian Government,,2100,"https://www.infrapedia.com/subsea-cable/palapa-ring-middle, https://www.submarinecablemap.com/submarine-cable/palapa-ring-middle",,"Bangga, Indonesia","Baubau, Indonesia","Buranga, Indonesia","Kendari, Indonesia","Lakudo, Indonesia","Luwuk, Indonesia","Manado, Indonesia","Melonguane, Indonesia","Morotai, Indonesia","Ondong Siau, Indonesia","Raha, Indonesia","Salakan, Indonesia","Sanana, Indonesia","Sofifi, Indonesia","Tahuna, Indonesia","Taliabu, Indonesia","Terante, Indonesia","Tidore, Indonesia","Tobelo, Indonesia","Wawonii, Indonesia",,,"Baubau, Indonesia; Lakudo, Indonesia",,,"Buranga, Indonesia; Raha, Indonesia",,,"Raha, Indonesia; Wawonii, Indonesian",,"Wawonii, Indonesian; Kendari, Indonesia",,,"Luwuk,Indonesia; Salakan, Indonesia",,,"Salakan, Indonesia; Bangga, Indonesia",,,"Bangga, Indonesia; Taliabu, Indonesia",,,"Taliabu, Indonesia; Sanana, Indonesia",,,"Terante, Indonesia; Tidore, Indonesia",,,"Tidore, Indonesia; Sofifi, Indonesia",,,"Tobelo, Indonesia; Morotai, Indonesia",,,"Morotai, Indonesia; Melonguane, Indonesia",,,"Melonguane, Indonesia; Tahuna, Indonesia",,,"Tahuna, Indonesia; Ondong Siau, Indonesia",,,"Ondong Siau, Indonesia; Manado, Indonesia",,,,,,,,,,,
palapa-ring-west,Indonesian Government,,1980,"https://www.infrapedia.com/subsea-cable/palapa-ring-west, https://www.submarinecablemap.com/submarine-cable/palapa-ring-west",,"Batam, Indonesia","Bengkalis, Indonesia","Dumai, Indonesia","Karimun, Indonesia","Kuala Tungkal, Indonesia","Lingga, Indonesia","Natuna, Indonesia","Ranai, Indonesia","Singkawang, Indonesia","Tebingtinggi Island, Indonesia","Terempa, Indonesia",,,,,,,,,,,,"Dumai, Indonesia; Bengkalis, Indonesia",,,"Bengkalis, Indonesia; Tebingtinggi Island, Indonesia",,,"Tebingtinggi Island, Indonesia; Karimun, Indonesia",,"Karimun, Indonesia; Batam, Indonesia",,,"Batam, Indonesia; Lingga, Indonesia",,,"Lingga, Indonesia; Kuala Tungkal, Indonesia",,,"Batam, Indonesia; Terempa, Indonesia",,,"Terempa, Indonesia; Natuna, Indonesia",,,"Natuna, Indonesia; Ranai, Indonesia",,,"Ranai, Indonesia; Singkawang, Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,,
palawan-iloilo-cable-system,PLDT,,300,https://www.infrapedia.com/subsea-cable/palawan-iloilo-cable-system,,"San Jose de Buenavista, Philippines","Taytay, Philippines",,,,,,,,,,,,,,,,,,,,,"San Jose de Buenavista, Philippines; Taytay, Philippines",300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pan-american-crossing-pac,Cirion Technologies,CenturyLink,10000,"https://www.submarinecablemap.com/submarine-cable/pan-american-crossing-pac, https://www.infrapedia.com/subsea-cable/pan-american-crossing-pac, https://www.infrapedia.com/subsea-cable/pan-american-crossing-pac, https://www.prnewswire.com/news-releases/lumen-closes-sale-of-its-latin-american-business-to-stonepeak-301597230.html",,"Unqui, Costa Rica","Mazatlan, Mexico","Tijuana, Mexico","Fort Amador, Panama","Grover Beach, CA",,,,,,,,,,,,,,,,,,"Grover Beach, CA; Fort Amador, Panama",,,"[Grover Beach, CA; Fort Amador, Panama]; Tijuana, Mexico",,,"[Grover Beach, CA; Fort Amador, Panama]; Mazatlan, Mexico",,"[Grover Beach, CA; Fort Amador, Panama]; Unqui, Costa Rica",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pan-european-crossing-uk-belgium,Colt,,117,"https://www.telecomramblings.com/2023/11/colt-takes-over-lumens-emea-biz/, https://www.infrapedia.com/subsea-cable/pan-european-crossing-uk-belgium, https://www.submarinecablemap.com/submarine-cable/pan-european-crossing-uk-belgium",,"Bredene, Belgium","Dumpton Gap, United Kingdom",,,,,,,,,,,,,,,,,,,,,"Bredene, Belgium; Dumpton Gap, United Kingdom",117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pan-european-crossing-uk-ireland,Colt,,495,https://www.submarinecablemap.com/submarine-cable/pan-european-crossing-uk-ireland,,"Ballinesker, Ireland","Ballygrangans, Ireland","Bude, United Kingdom","Whitesands Bay, United Kingdom",,,,,,,,,,,,,,,,,,,"Ballygrangans, Ireland; Whitesands Bay, United Kingdom",,,"Ballinesker, Ireland; Bude, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paniolo-cable-network,Hawaiian Telecom,,576,https://www.submarinecablemap.com/submarine-cable/paniolo-cable-network,,"Hawaii Kai, HI, US","Kaunakakai, HI, US","Kawaihae, HI, US","Kekaha, HI, US","Lahaina, HI, US","Makaha, HI, US","Makena, HI, US",,,,,,,,,,,,,,,,"Kekaha, HI, US; Makaha, HI, US",,,"Hawaii Kai, HI, US; Kaunakakai, HI, US",,,"Kaunakakai, HI, US; Lahaina, HI, US",,"Makena, HI, US; Kawaihae, HI, US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pasuli,"FiberStar, XL Axiata",,40,https://www.submarinecablemap.com/submarine-cable/pasuli,,"Muntok, Indonesia","Sungsang, Indonesia",,,,,,,,,,,,,,,,,,,,,"Muntok, Indonesia; Sungsang, Indonesia",40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peace-cable,Peace Cable International Network Co. Ltd.,"GO plc, PCCW Global, Telkom Kenya Ltd, CytaGlobal,",25000,"https://www.infrapedia.com/subsea-cable/peace-cable, https://www.submarinenetworks.com/en/systems/asia-europe-africa/peace, https://www.submarinecablemap.com/submarine-cable/peace-cable",,"Yeroskipos, Cyprus","Abu Talat, Egypt","Zafarana, Egypt","Marseille, France","Mombasa, Kenya","Kulhudhufushi, Maldives","Mellieha, Malta","Karachi, Pakistan","Jeddah, Saudi Arabia","Victoria, Seychelles","Tuas, Singapore","Berbera, Somalia","Bizerte, Tunisia",,,,,,,,,,"Tuas, Singapore; Zafarana, Egypt",,,"[Tuas, Singapore; Zafarana, Egypt]; Kulhudhufushi, Maldives",,,"[Tuas, Singapore; Zafarana, Egypt]; Mombasa, Kenya",,"[Tuas, Singapore; Zafarana, Egypt]; Mombasa, Kenya]; Victoria, Seychelles",,,"[Tuas, Singapore; Zafarana, Egypt]; Karachi, Pakistan",,,"[Tuas, Singapore; Zafarana, Egypt]; Berbera, Somalia",,,"[Tuas, Singapore; Zafarana, Egypt]; Jeddah, Saudi Arabia",,,"Zafarana, Egypt; Abu Talat, Egypt",,,"Abu Talat, Egypt; Zafarana, Egypt",,,"Abu Talat, Egypt; Marseille, France",,,"[Abu Talat, Egypt; Marseille, France]; Yeroskipos, Cyprus",,,"[Abu Talat, Egypt; Marseille, France]; Mellieha, Malta",,,"[Abu Talat, Egypt; Marseille, France]; Bizerte, Tunisia",,,,,,,,,,,,,,,,,
penbal-4,Telefonica,IslaLink,317,"https://www.infrapedia.com/subsea-cable/penbal-4, https://www.submarinecablemap.com/submarine-cable/penbal-4",,"Ibiza, Spain","Mallorca, Spain","Valencia, Spain",,,,,,,,,,,,,,,,,,,,"Valencia, Spain; Ibiza, Spain",,,"Ibiza, Spain; Mallorca, Spain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
penbal-5,Telefonica,,309,"https://www.infrapedia.com/subsea-cable/penbal-5, https://www.submarinecablemap.com/submarine-cable/penbal-5",,"GavÃ¡, Spain","Ses Covetes, Spain",,,,,,,,,,,,,,,,,,,,,"GavÃ¡, Spain; Ses Covetes, Spain",309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pencan-8,Telefonica,IT3,1400,"https://www.infrapedia.com/subsea-cable/pencan-8, https://www.submarinecablemap.com/submarine-cable/pencan-8",,"Candelaria, Spain","Conil de la Frontera, Spain",,,,,,,,,,,,,,,,,,,,,"Candelaria, Spain; Conil de la Frontera, Spain",1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pencan-9,Telefonica,,1398,"https://www.infrapedia.com/subsea-cable/pencan-9, https://www.submarinecablemap.com/submarine-cable/pencan-9",,"Chipiona, Spain","Tarahales, Spain",,,,,,,,,,,,,,,,,,,,,"Chipiona, Spain; Tarahales, Spain",1398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
persona,EastLink,,800,"https://www.submarinecablemap.com/submarine-cable/persona, https://www.infrapedia.com/subsea-cable/persona",,"New Victoria, Canada","Rose Blanche, Canada",,,,,,,,,,,,,,,,,,,,,"New Victoria, Canada; Rose Blanche, Canada",,,"Rose Blanche, Canada; New Victoria, Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pgascom,PGASCOM,,264,"https://www.submarinecablemap.com/submarine-cable/pgascom, https://www.infrapedia.com/subsea-cable/pgascom",,"Batam, Indonesia","Kuala Tungkal, Indonesia","Sakra Island, Singapore",,,,,,,,,,,,,,,,,,,,"Batam, Indonesia; Kuala Tungkal, Indonesia",,,"Batam, Indonesia; Sakra Island, Singapore",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
picot-1,OPT,,244,"https://www.submarinecablemap.com/submarine-cable/picot-1, https://www.infrapedia.com/subsea-cable/picot-1-aka-gondwana-1",,"Mouly, New Caledonia","Poindimie, New Caledonia","Xepenehe, New Caledonia",,,,,,,,,,,,,,,,,,,,"Mouly, New Caledonia; Poindimie, New Caledonia",,,"[Mouly, New Caledonia; Poindimie, New Caledonia]; Xepenehe, New Caledonia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pipe-pacific-cable-1-ppc-1,TPG Telecom,"BSO Network Solutions, Tata Communications",6900,"https://www.submarinecablemap.com/submarine-cable/pipe-pacific-cable-1-ppc-1, https://www.infrapedia.com/subsea-cable/pipe-pacific-cable-1-ppc-1, https://www.tatacommunications.com/map/",,"Sydney, Australia","Madang, Papua New Guinea","Piti, Guam",,,,,,,,,,,,,,,,,,,,"Sydney, Australia; Madang, Papua New Guinea",,,"Madang, Papua New Guinea; Piti, Guam",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pishgaman-oman-iran-poi-network,Pishgaman Kavir Asia (PKA),,400,"https://www.submarinecablemap.com/submarine-cable/pishgaman-oman-iran-poi-network, https://www.infrapedia.com/subsea-cable/pishgaman-oman-iran-poi-network",,"Chabahar, Iran","Barka, Oman","Jask, Iran",,,,,,,,,,,,,,,,,,,,"Chabahar, Iran; Barka, Oman",,,"Barka, Oman; Jask, Iran",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pldt-domestic-fiber-optic-network-dfon,PLDT,,11100,https://www.submarinecablemap.com/submarine-cable/pldt-domestic-fiber-optic-network-dfon,,"Butuan City, Philippines","Cadiz City, Philippines","Cagayan de Oro, Philippines","Calbayog, Philippines","Cebu, Philippines","Dumaguete, Philippines","Legazpi City, Philippines
","Masbate City, Philippines","Nasugbu, Philippines","Ormoc, Philippines","Ozamiz City, Philippines","Pinamalayan, Philippines","Roxas City, Philippines",,,,,,,,,,"Nasugbu, Philippines; Pinamalayan, Philippines",,,"Pinamalayan, Philippines; Roxas City, Philippines",,,"Roxas City, Philippines; Masbate City, Philippines",,"Masbate City, Philippines; Legazpi City, Philippines",,,"Legazpi City, Philippines; Calbayog, Philippines",,,"Cadiz City, Philippines; Cebu, Philippines",,,"Cebu, Philippines; Ormoc, Philippines",,,"Ormoc, Philippines; Butuan City, Philippines",,,"Butuan City, Philippines; Cagayan de Oro, Philippines",,,"Cagayan de Oro, Philippines; Ozamiz City, Philippines",,,"Ozamiz City, Philippines; Dumaguete, Philippines",,,,,,,,,,,,,,,,,,,,,,,
png-lng,Telikom Papua New Guinea,,200,https://www.submarinecablemap.com/submarine-cable/png-lng,-,"Kikori, Papua New Guinea","Port Moresby, Papua New Guinea",,,,,,,,,,,,,,,,,,,,,"Kikori, Papua New Guinea; Port Moresby, Papua New Guinea",200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polar-circle-cable,KystTele,,1004,https://www.submarinecablemap.com/submarine-cable/polar-circle-cable,-,"Trondheim, Norway","Rï¿½rvik, Norway","Brï¿½nnï¿½ysund, Norway","Sandnessjï¿½en, Norway","Nesna, Norway","Bodï¿½, Norway","Narvik, Norway",,,,,,,,,,,,,,,,"Trondheim, Norway; Narvik, Norway",1004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polar-express,Russian Government,,1230,https://xn--e1ahdckegffejda6k5a1a.xn--p1ai/en/news/first-section-of-folc-polar-express-was-commissioned/,-,"Teriberka, Russia","Amderma, Russia",,,,,,,,,,,,,,,,,,,,,"Teriberka, Russia; Amderma, Russia",1230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poseidon,"Ocean Specialists, Inc (OSI)",,800,https://www.submarinecablemap.com/submarine-cable/poseidon,-,"Pentaskhinos, Cyprus","Yeroskipos, Cyprus",,,,,,,,,,,,,,,,,,,,,"Pentaskhinos, Cyprus; Yeroskipos, Cyprus",800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prat,Grupo Gtd,,3500,https://www.submarinecablemap.com/submarine-cable/prat,-,"Arica, Chile","Iquique, Chile","Tocopilla, Chile","Antofagasta, Chile","Caldera, Chile","La Serena, Chile","Valparaï¿½so, Chile","Cartagena, Chile","Constituciï¿½n, Chile","San Pedro de la Paz, Chile","Puerto Saavedra, Chile","Puerto Montt, Chile",,,,,,,,,,,"Arica, Chile; Puerto Montt, Chile",3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qatar-u-a-e-submarine-cable-system,"Etisalat UAE, Ooredoo",,100,https://www.submarinecablemap.com/submarine-cable/qatar-u-a-e-submarine-cable-system,-,"Doha, Qatar","Halul Island, Qatar","Das Island, United Arab Emirates","Abu Dhabi, United Arab Emirates",,,,,,,,,,,,,,,,,,,"Doha, Qatar; Abu Dhabi, United Arab Emirates",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quintillion-subsea-cable-network,"Quintillion, ASN",,1900,https://www.submarinecablemap.com/submarine-cable/quintillion-subsea-cable-network,-,"Nome, AK, US","Kotzebue, AK, US","Point Hope, AK, US","Wainwright, AK, US","Utqiagvik, AK, US","Prudhoe Bay, AK, US",,,,,,,,,,,,,,,,,"Nome, AK, US; Prudhoe Bay, AK, US",1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
raman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rnne-rdvig,TDC Group,,153,https://www.submarinecablemap.com/submarine-cable/rnne-rdvig,-,"Rï¿½dvig, Denmark","Rï¿½nne, Denmark",,,,,,,,,,,,,,,,,,,,,"Rï¿½dvig, Denmark; Rï¿½nne, Denmark",153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rockabill,euNetworks,,221,https://www.submarinecablemap.com/submarine-cable/rockabill,-,"Portrane, Ireland","Southport, United Kingdom",,,,,,,,,,,,,,,,,,,,,"Portrane, Ireland; Southport, United Kingdom",221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
romulo,Red Electrica,,237,https://www.submarinecablemap.com/submarine-cable/romulo,-,"Sagunto, Spain","Santa Ponsa, Spain",,,,,,,,,,,,,,,,,,,,,"Sagunto, Spain; Santa Ponsa, Spain",237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
russia-japan-cable-network-rjcn,"KDDI, Rostelecom",,1800,https://www.submarinecablemap.com/submarine-cable/russia-japan-cable-network-rjcn,-,"Joetsu, Japan","Nahodka, Russia",,,,,,,,,,,,,,,,,,,,,"Joetsu, Japan; Nahodka, Russia",900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s-u-b-cable-system,Telkom Indonesia,,2009,https://www.submarinecablemap.com/submarine-cable/s-u-b-cable-system,-,"Banjarmasin, Indonesia","Makassar, Indonesia","Surabaya, Indonesia",,,,,,,,,,,,,,,,,,,,"Banjarmasin, Indonesia; Makassar, Indonesia",670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
saba-statia-cable-system-sscs,Government of the Netherlands,,198,https://www.submarinecablemap.com/submarine-cable/saba-statia-cable-system-sscs,-,"Gustavia, Saint Barthï¿½lemy","Great Bay Beach, Netherlands","Great Level Bay, Netherlands","Gallows Bay, Netherlands","Basseterre, Saint Kitts and Nevis",,,,,,,,,,,,,,,,,,"Gustavia, Saint Barthelemy;Great Bay Beach, Netherlands",,,"Great Bay Beach, Netherlands;Great Level Bay, Netherlands",,,"Great Level Bay, Netherlands; Gallows Bay, Netherlands",,"Gallows Bay, Netherlands; Basseterre, Saint Kitts and Nevis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
safe,"AT&TAngola TelecomBICSCamtelChina TelecomChunghwa Telecom Co., Ltd.Ghana Telecommunications CompanyKPNKT (Korea Telecom)Liquid Intelligent TechnologiesMaroc TelecomMauritius Telecom LtdNATCOM (Nigeria)OPTOrangeOrange Cote d'IvoirePCCW GlobalSingtelSonatelT-MobileTata CommunicationsTelecom Italia SparkleTelecom NamibiaTelefonicaTelekom Malaysia (TM)Telkom South Africa (Telkom SA)TelstraVerizonVodafone Carrier Services","Sparkle, Tata Communications",,"https://www.globalbackbone.tisparkle.com/#, https://www.submarinenetworks.com/en/systems/euro-africa/sat-3, https://www.tatacommunications.com/map/",sat-3wasc,"Baie Jacotet, Mauritius","Mtunzini, South Africa","Penang, Malaysia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sakhalin-kuril-islands-cable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
samoa-american-samoa-sas,Elandia,,250,https://www.submarinecablemap.com/submarine-cable/samoa-american-samoa-sas,-,"Apia, Samoa","Pago Pago, AS, US",,,,,,,,,,,,,,,,,,,,,"Apia, Samoa; Pago Pago AS, US",250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
san-andres-isla-tolu-submarine-cable-sait,Energia Integral Andina,,826,https://www.submarinecablemap.com/submarine-cable/san-andres-isla-tolu-submarine-cable-sait,-,"San Andres, Colombia","Tolu, Colombia",,,,,,,,,,,,,,,,,,,,,"San Andres, Colombia; Tolu, Colombia",826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sape-labuanbajo-ende-kupang-cable-systems,Moratelindo,,474,https://www.submarinecablemap.com/submarine-cable/sape-labuan-bajo-ende-kupang-cable-systems,-,"Sape, Indonesia","Labuan Bajo, Indonesia","Ende, Indonesia","Kupang, Indonesia",,,,,,,,,,,,,,,,,,,"Sape, Indonesia; Labuan Bajo, Indonesia",,,"Ende, Indonesia; Kupang, Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sat-3wasc,ASN,"Sparkle, Telxius, Tata Communications",14350,"https://www.globalbackbone.tisparkle.com/#, https://telxius.com/en/our-network/other-cables/, https://www.submarinenetworks.com/en/systems/euro-africa/sat-3, https://www.tatacommunications.com/map/, https://www.submarinecablemap.com/submarine-cable/sat-3wasc",safe,"Sesimbra, Portugal","Chipiona, Spain","Alta Vista, Spain","Dakar, Senegal","Abidjan, Ivory Coast","Accra, Ghana","Cotonou, Benin","Lagos, Nigeria","Douala, Cameroon","Libreville, Gabon","Cacuaco, Angola","Melkbosstrand, South Africa",,,,,,,,,,,"Sesimbra, Portugal;Melkbosstrand, South Africa",,,"[Sesimbra, Portugal;Melkbosstrand, South Africa];Chipiona, Spain",,,"[Sesimbra, Portugal;Melkbosstrand, South Africa];Alta Vista, Spain",,"[Sesimbra, Portugal;Melkbosstrand, South Africa]; Dakar, Senegal",,,"[Sesimbra, Portugal;Melkbosstrand, South Africa];Abidjan, Ivory Coast",,,"[Sesimbra, Portugal;Melkbosstrand, South Africa];Accra, Ghana",,,"[Sesimbra, Portugal;Melkbosstrand, South Africa];Cotonou, Benin",,,"[Sesimbra, Portugal;Melkbosstrand, South Africa];Lagos, Nigeria",,,"[Sesimbra, Portugal;Melkbosstrand, South Africa];Douala, Cameroon",,,"[Sesimbra, Portugal;Melkbosstrand, South Africa];Libreville, Gabon",,,"[Sesimbra, Portugal;Melkbosstrand, South Africa];Cacuaco, Angola",,,,,,,,,,,,,,,,,,,,,,,
saudi-arabia-sudan-1-sas-1,ASN,"Saudi Telecom, Sudatel, The Arab Investment Company",333,https://www.submarinecablemap.com/submarine-cable/saudi-arabia-sudan-1-sas-1,-,"Jeddah, Saudi Arabia","Port Sudan, Sudan",,,,,,,,,,,,,,,,,,,,,"Jeddah, Saudi Arabia; Port Sudan, Sudan",333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
saudi-arabia-sudan-2-sas-2,Sudatel,"Saudi Telecom, Sudatel",330,https://www.submarinecablemap.com/submarine-cable/saudi-arabia-sudan-2-sas-2,-,"Jeddah, Saudi Arabia","Port Sudan, Sudan",,,,,,,,,,,,,,,,,,,,,"Jeddah, Saudi Arabia; Port Sudan, Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
saudi-vision,ASN,Saudi Telecom,1071,https://www.submarinecablemap.com/submarine-cable/saudi-vision,-,"Haql, Saudi Arabia","Duba, Saudi Arabia","Yanbu, Saudi Arabia","Jeddah, Saudi Arabia",,,,,,,,,,,,,,,,,,,"Haql, Saudi Arabia; Jeddah, Saudi Arabia",1071,,"[Haql, Saudia Arabia; Jeddah, Saudi Arabia]; Duba, Saudi Arabia",,,"[Haql, Saudia Arabia; Jeddah, Saudi Arabia]; Yanbu, Saudi Arabia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scandinavian-ring-north,Arelion,,5,https://www.submarinecablemap.com/submarine-cable/scandinavian-ring-north,-,"Helsingør, Denmark","Helsingborg, Sweden",,,,,,,,,,,,,,,,,,,,,"Helsingør, Denmark; Helsingborg, Denmark",2.5,,"Helsingborg, Sweden; Helsingør, Denmark",2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scandinavian-ring-south,Arelion,Ericsson,21,https://www.submarinecablemap.com/submarine-cable/scandinavian-ring-south,-,"Dragor, Denmark","Bunkeflostand, Sweden",,,,,,,,,,,,,,,,,,,,,"Dragor, Denmark; Bunkeflostand, Sweden",10.5,,"Bunkeflostand, Sweden",10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scotland-northern-ireland-1,Replaced by scotland-northern-ireland-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
